date,country,rgdpmad,debtgdp,year,country_name,gov_revenue_gdp,gdp_growth,debt_change,debt_change_lag1,gdp_growth_lag1
1985,FRA,15530.27084439724,0.309588,1985,France,51.179,0.9643878805563944,0.016137999999999986,0.024231000000000003,0.8974353172037208
1986,FRA,15833.036579991183,0.315277,1986,France,50.177,1.9495199963184717,0.005689,0.016137999999999986,0.9643878805563944
1987,FRA,16157.8901191458,0.338425,1987,France,50.764,2.0517450175359775,0.023148000000000002,0.005689,1.9495199963184717
1988,FRA,16789.572963059996,0.337152,1988,France,49.447,3.9094389134736174,-0.0012729999999999686,0.023148000000000002,2.0517450175359775
1989,FRA,17299.70080074713,0.34435,1989,France,49.084,3.0383610042346243,0.007197999999999982,-0.0012729999999999686,3.9094389134736174
1990,FRA,17647.005226241236,0.355535,1990,France,49.156,2.0075747522703136,0.011185,0.007197999999999982,3.0383610042346243
1991,FRA,17724.135385347323,0.363396,1991,France,49.836,0.4370722290680584,0.007861000000000007,0.011185,2.0075747522703136
1992,FRA,17879.522485037523,0.400874,1992,France,49.368,0.8766977700850775,0.03747800000000001,0.007861000000000007,0.4370722290680584
1993,FRA,17666.018468576247,0.464885,1993,France,50.14,-1.1941259429045004,0.06401099999999998,0.03747800000000001,0.8766977700850775
1994,FRA,17978.199665246746,0.497684,1994,France,50.424,1.7671282141236144,0.03279900000000002,0.06401099999999998,-1.1941259429045004
1995,FRA,18261.961310969225,0.561059,1995,France,50.942,1.5783651923224173,0.06337499999999996,0.03279900000000002,1.7671282141236144
1996,FRA,18373.417686711593,0.599984,1996,France,52.121,0.6103198547213085,0.03892499999999999,0.06337499999999996,1.5783651923224173
1997,FRA,18690.444261468547,0.61425,1997,France,51.857,1.7254632761450894,0.014266000000000001,0.03892499999999999,0.6103198547213085
1998,FRA,19233.28587051337,0.613474,1998,France,51.587,2.9043804494466974,-0.0007759999999999989,0.014266000000000001,1.7254632761450894
1999,FRA,19771.39216905727,0.604965,1999,France,52.112,2.7977866193361844,-0.008508999999999989,-0.0007759999999999989,2.9043804494466974
2000,FRA,20391.877068945985,0.588824,2000,France,51.306,3.1382964567350458,-0.01614099999999996,-0.008508999999999989,2.7977866193361844
2001,FRA,20648.034421101213,0.583439,2001,France,51.405,1.256173481671885,-0.005384999999999973,-0.01614099999999996,3.1382964567350458
2002,FRA,20719.525661469477,0.60258,2002,France,50.749,0.3462375106039417,0.019140999999999964,-0.005384999999999973,1.256173481671885
2003,FRA,20789.046927320785,0.644127,2003,France,50.266,0.3355350261738499,0.041547,0.019140999999999964,0.3462375106039417
2004,FRA,21193.399751471257,0.659391,2004,France,50.445,1.9450281947224646,0.015263999999999944,0.041547,0.3355350261738499
2005,FRA,21450.00068291843,0.6738299999999999,2005,France,50.756,1.2107587006155551,0.01443899999999998,0.015263999999999944,1.9450281947224646
2006,FRA,21841.591885557165,0.646108,2006,France,51.092,1.8255999541789025,-0.027721999999999913,0.01443899999999998,1.2107587006155551
2007,FRA,22202.17253075663,0.645355,2007,France,50.641,1.6508899492710505,-0.0007530000000000037,-0.027721999999999913,1.8255999541789025
2008,FRA,22057.35045104924,0.687783,2008,France,50.78,-0.6522878763633111,0.04242800000000002,-0.0007530000000000037,1.6508899492710505
2009,FRA,21244.207306860604,0.830389,2009,France,50.612,-3.686495102814824,0.142606,0.04242800000000002,-0.6522878763633111
2010,FRA,21477.47740245256,0.852569,2010,France,50.559,1.0980409493397625,0.022179999999999978,0.142606,-3.686495102814824
2011,FRA,21842.23668701559,0.878344,2011,France,51.709,1.698333923151396,0.025774999999999992,0.022179999999999978,1.0980409493397625
2012,FRA,21818.118066179795,0.90604,2012,France,52.721,-0.11042193700854241,0.027695999999999943,0.025774999999999992,1.698333923151396
2013,FRA,21841.280960321223,0.934132,2013,France,53.654,0.1061635750213119,0.028092000000000006,0.027695999999999943,-0.11042193700854241
2014,FRA,21940.470687708923,0.948887,2014,France,53.82,0.4541387822806664,0.014755000000000074,0.028092000000000006,0.1061635750213119
2015,FRA,22075.0075993006,0.955797,2015,France,53.708,0.6131906352722094,0.006909999999999972,0.014755000000000074,0.4541387822806664
2016,FRA,22243.41154401061,0.979568,2016,France,53.616,0.762871514097907,0.023770999999999987,0.006909999999999972,0.6131906352722094
2017,FRA,22726.543640919503,0.981321,2017,France,54.3,2.1720233694951574,0.0017530000000000046,0.023770999999999987,0.762871514097907
2018,FRA,23071.73251827475,0.977815,2018,France,54.048,1.5188797857221603,-0.003506000000000009,0.0017530000000000046,2.1720233694951574
2019,FRA,23443.58862098411,0.974591,2019,France,52.953,1.6117389641840507,-0.0032240000000000046,-0.003506000000000009,1.5188797857221603
2020,FRA,21525.949965130512,1.150422,2020,France,52.766,-8.179799973700009,0.17583100000000007,-0.0032240000000000046,1.6117389641840507
1980,GBR,12931.49128103136,0.42568,1980,United Kingdom,36.203,-1.7907408795830193,-0.06171783353808702,-0.028863283223773017,2.6461858796240634
1981,GBR,12747.426302481244,0.44778,1981,United Kingdom,37.624,-1.423385551982792,0.02210000000000001,-0.06171783353808702,-1.7907408795830193
1982,GBR,12954.64740105841,0.4305,1982,United Kingdom,38.6,1.6255916579555496,-0.017280000000000018,0.02210000000000001,-1.423385551982792
1983,GBR,13404.466833690942,0.41852,1983,United Kingdom,37.249,3.4722630319971692,-0.01197999999999999,-0.017280000000000018,1.6255916579555496
1984,GBR,13720.057238973992,0.4224199999999999,1984,United Kingdom,37.127,2.3543674597324538,0.0038999999999999035,-0.01197999999999999,3.4722630319971692
1985,GBR,14164.54610577419,0.41305,1985,United Kingdom,36.951,3.239701256767047,-0.009369999999999934,0.0038999999999999035,2.3543674597324538
1986,GBR,14741.815746318509,0.41274,1986,United Kingdom,35.982,4.07545456263505,-0.00030999999999997696,-0.009369999999999934,3.239701256767047
1987,GBR,15393.437392618882,0.39335,1987,United Kingdom,34.822,4.420226500681257,-0.01939000000000002,-0.00030999999999997696,4.07545456263505
1988,GBR,16109.99642527258,0.3707999999999999,1988,United Kingdom,34.555,4.654964413583729,-0.02255000000000007,-0.01939000000000002,4.420226500681257
1989,GBR,16413.722920989137,0.32539,1989,United Kingdom,34.241,1.8853293799623971,-0.045409999999999895,-0.02255000000000007,4.654964413583729
1990,GBR,16429.911584495658,0.28559,1990,United Kingdom,33.505,0.09862883383890964,-0.0398,-0.045409999999999895,1.8853293799623971
1991,GBR,16155.29227957883,0.28498,1991,United Kingdom,33.124,-1.6714594202440813,-0.0006099999999999994,-0.0398,0.09862883383890964
1992,GBR,16133.494698974384,0.33241,1992,United Kingdom,32.416,-0.1349253249475435,0.04742999999999997,-0.0006099999999999994,-1.6714594202440813
1993,GBR,16458.296159635553,0.37994,1993,United Kingdom,31.174,2.0132120580286683,0.04753000000000002,0.04742999999999997,-0.1349253249475435
1994,GBR,17117.9416871969,0.4079,1994,United Kingdom,31.767,4.00798187833773,0.027959999999999985,0.04753000000000002,2.0132120580286683
1995,GBR,17585.527396276437,0.43738,1995,United Kingdom,32.643,2.7315533469147057,0.029480000000000006,0.027959999999999985,4.00798187833773
1996,GBR,18044.003183377976,0.4384599999999999,1996,United Kingdom,32.069,2.6071199161113334,0.0010799999999999144,0.029480000000000006,2.7315533469147057
1997,GBR,19115.072462085736,0.43267,1997,United Kingdom,32.778,5.935873917903223,-0.005789999999999906,0.0010799999999999144,2.6071199161113334
1998,GBR,19724.085413065444,0.40929,1998,United Kingdom,34.057,3.1860352723625196,-0.023380000000000012,-0.005789999999999906,5.935873917903223
1999,GBR,20269.481542579528,0.39431,1999,United Kingdom,34.539,2.7651275995428826,-0.014979999999999993,-0.023380000000000012,3.1860352723625196
2000,GBR,21045.72001977542,0.36734,2000,United Kingdom,35.287,3.8295921657654164,-0.026969999999999994,-0.014979999999999993,2.7651275995428826
2001,GBR,21567.35402910252,0.33999,2001,United Kingdom,34.996,2.4785752582327847,-0.027349999999999985,-0.026969999999999994,3.8295921657654164
2002,GBR,22008.006231145475,0.34215,2002,United Kingdom,33.983,2.043144474043257,0.0021599999999999953,-0.027349999999999985,2.4785752582327847
2003,GBR,22762.765048987072,0.35398,2003,United Kingdom,33.996,3.4294738465380448,0.011830000000000007,0.0021599999999999953,2.043144474043257
2004,GBR,23306.55958095741,0.38391,2004,United Kingdom,34.869,2.388965184150771,0.029929999999999957,0.011830000000000007,3.4294738465380448
2005,GBR,23810.43167439161,0.39592,2005,United Kingdom,35.284,2.1619325309853332,0.01201000000000002,0.029929999999999957,2.388965184150771
2006,GBR,24285.282650144403,0.4051599999999999,2006,United Kingdom,35.608,1.994298054929855,0.009239999999999915,0.01201000000000002,2.1619325309853332
2007,GBR,25002.119099661428,0.41547,2007,United Kingdom,35.938,2.9517319598203695,0.010310000000000097,0.009239999999999915,1.994298054929855
2008,GBR,24602.13363468245,0.49327,2008,United Kingdom,35.786,-1.5998062539602675,0.07779999999999998,0.010310000000000097,2.9517319598203695
2009,GBR,23489.35501271381,0.63193,2009,United Kingdom,34.555,-4.523098030814355,0.13866,0.07779999999999998,-1.5998062539602675
2010,GBR,23777.155757682725,0.74273,2010,United Kingdom,35.475,1.225239027692071,0.11080000000000001,0.13866,-4.523098030814355
2011,GBR,23967.740310562956,0.79975,2011,United Kingdom,36.091,0.8015447887144811,0.05701999999999996,0.11080000000000001,1.225239027692071
2012,GBR,24150.282061037648,0.8316100000000001,2012,United Kingdom,36.062,0.7616143537496622,0.03186000000000011,0.05701999999999996,0.8015447887144811
2013,GBR,24523.87833989095,0.8415600000000001,2013,United Kingdom,36.463,1.5469644532890792,0.009950000000000014,0.03186000000000011,0.7616143537496622
2014,GBR,25034.193108199277,0.8606100000000001,2014,United Kingdom,35.611,2.0808893325744426,0.01905000000000001,0.009950000000000014,1.5469644532890792
2015,GBR,25423.86029158919,0.8672,2015,United Kingdom,35.805,1.5565398161855981,0.006589999999999874,0.01905000000000001,2.0808893325744426
2016,GBR,25649.81325519704,0.86775,2016,United Kingdom,36.296,0.8887437274134324,0.0005500000000000504,0.006589999999999874,1.5565398161855981
2017,GBR,25941.298227075255,0.8631399999999999,2017,United Kingdom,36.652,1.1364019261198788,-0.004610000000000114,0.0005500000000000504,0.8887437274134324
2018,GBR,26109.672726731733,0.8577500000000001,2018,United Kingdom,36.599,0.6490596506875779,-0.005389999999999784,-0.004610000000000114,1.1364019261198788
2019,GBR,26341.025966169807,0.85243,2019,United Kingdom,36.253,0.8860824946350654,-0.005320000000000102,-0.005389999999999784,0.6490596506875779
2020,GBR,23646.774125758013,1.0447,2020,United Kingdom,36.812,-10.22834814358432,0.19226999999999994,-0.005320000000000102,0.8860824946350654
1988,ITA,15484.703010161713,0.8738156645994803,1988,Italy,37.705,4.14841934682928,0.01651349753432252,0.03846364242129985,3.1913570841952232
1989,ITA,15996.877351064417,0.897711133404574,1989,Italy,38.499,3.3076148800954996,0.023895468805093634,0.01651349753432252,4.14841934682928
1990,ITA,16313.127512539457,0.91580877944842,1990,Italy,43.027,1.976949341641343,0.018097646043846005,0.023895468805093634,3.3076148800954996
1991,ITA,16562.94803045034,0.9479407041566734,1991,Italy,44.235,1.5314078659586006,0.032131924708253434,0.018097646043846005,1.976949341641343
1992,ITA,16634.007458221156,1.0141493780309536,1992,Italy,46.69,0.42902644891582575,0.0662086738742802,0.032131924708253434,1.5314078659586006
1993,ITA,16440.83834679536,1.1118033315474776,1993,Italy,48.011,-1.1612902778297407,0.09765395351652395,0.0662086738742802,0.42902644891582575
1994,ITA,16761.739574123065,1.171308884394672,1994,Italy,46.224,1.9518544040076469,0.05950555284719439,0.09765395351652395,-1.1612902778297407
1995,ITA,17216.59526877699,1.1682749011911706,1995,Italy,44.248,2.7136544667245355,-0.0030339832035013448,0.05950555284719439,1.9518544040076469
1996,ITA,17378.120436215133,1.1616577199675664,1996,Italy,44.741,0.9381946018738985,-0.006617181223604218,-0.0030339832035013448,2.7136544667245355
1997,ITA,17675.65493183744,1.1344760846819155,1997,Italy,46.344,1.7121212660159646,-0.027181635285650874,-0.006617181223604218,0.9381946018738985
1998,ITA,17908.53958560993,1.1035482878700869,1998,Italy,45.018,1.3175446944996727,-0.030927796811828667,-0.027181635285650874,1.7121212660159646
1999,ITA,18140.51642093767,1.093568298215505,1999,Italy,45.302,1.2953420027289164,-0.0099799896545818,-0.030927796811828667,1.3175446944996727
2000,ITA,18761.37160268521,1.0488658988582051,2000,Italy,43.948,3.4224779898269553,-0.044702399357299916,-0.0099799896545818,1.2953420027289164
2001,ITA,19062.439916661428,1.0453446590352495,2001,Italy,43.951,1.6047244324776777,-0.003521239822955602,-0.044702399357299916,3.4224779898269553
2002,ITA,19100.471045688388,1.0164529144965664,2002,Italy,43.613,0.19950819094107786,-0.02889174453868315,-0.003521239822955602,1.6047244324776777
2003,ITA,19006.708489859055,1.0015686612764791,2003,Italy,43.742,-0.49089132726126694,-0.01488425322008724,-0.02889174453868315,0.19950819094107786
2004,ITA,19210.519703975657,0.9969548736562398,2004,Italy,43.206,1.0723119903972123,-0.00461378762023934,-0.01488425322008724,-0.49089132726126694
2005,ITA,19283.733171442167,1.0150090646753502,2005,Italy,42.955,0.38111133168021727,0.018054191019110433,-0.00461378762023934,1.0723119903972123
2006,ITA,19629.60635333147,1.0211856609420804,2006,Italy,43.954,1.793600745324131,0.006176596266730172,0.018054191019110433,0.38111133168021727
2007,ITA,19841.538671196064,0.992961773906488,2007,Italy,45.274,1.0796564844441026,-0.02822388703559242,0.006176596266730172,1.793600745324131
2008,ITA,19460.4958473145,1.06164,2008,Italy,45.167,-1.9204298124052332,0.06867822609351193,-0.02822388703559242,1.0796564844441026
2009,ITA,18278.625580046355,1.1661,2009,Italy,45.996,-6.073176534354552,0.10446,0.06867822609351193,-1.9204298124052332
2010,ITA,18520.425122909404,1.19198,2010,Italy,45.637,1.322854072392654,0.025880000000000125,0.10446,-6.073176534354552
2011,ITA,18551.19764227564,1.19692,2011,Italy,45.502,0.1661544978693419,0.0049399999999999444,0.025880000000000125,1.322854072392654
2012,ITA,17951.283874349927,1.26493,2012,Italy,47.495,-3.233827699396574,0.06801000000000013,0.0049399999999999444,0.1661544978693419
2013,ITA,17570.474942178338,1.32455,2013,Italy,48.026,-2.1213464999888743,0.059619999999999784,0.06801000000000013,-3.233827699396574
2014,ITA,17549.695961443445,1.35366,2014,Italy,47.899,-0.11826078010567231,0.02911000000000019,0.059619999999999784,-2.1213464999888743
2015,ITA,17701.075746228515,1.3528,2015,Italy,47.785,0.8625778196821754,-0.0008600000000000829,0.02911000000000019,-0.11826078010567231
2016,ITA,17969.303621967574,1.34784,2016,Italy,46.575,1.5153196313292483,-0.0049600000000000755,-0.0008600000000000829,0.8625778196821754
2017,ITA,18298.50837697321,1.34135,2017,Italy,46.274,1.832039582230549,-0.006489999999999885,-0.0049600000000000755,1.5153196313292483
2018,ITA,18510.573909341612,1.344,2018,Italy,46.129,1.1589225088710853,0.002650000000000041,-0.006489999999999885,1.832039582230549
2019,ITA,18601.359196772417,1.34563,2019,Italy,46.974,0.4904509599509943,0.0016300000000000203,0.002650000000000041,1.1589225088710853
2020,ITA,17000.999643522366,1.5581200000000002,2020,Italy,47.405,-8.603454921335718,0.21249000000000007,0.0016300000000000203,0.4904509599509943
1980,JPN,13427.729937687376,0.4871459999999999,1980,Japan,26.324,2.0104144362840692,0.05039099999999991,0.04546800000000001,4.594552439788813
1981,JPN,13754.451708405097,0.531128,1981,Japan,27.657,2.4331869365403103,0.04398200000000013,0.05039099999999991,2.0104144362840692
1982,JPN,14078.37040258014,0.58117,1982,Japan,27.918,2.355009861840607,0.05004199999999992,0.04398200000000013,2.4331869365403103
1983,JPN,14306.872890504885,0.6429389999999999,1983,Japan,27.893,1.6230748402731754,0.06176899999999996,0.05004199999999992,2.355009861840607
1984,JPN,14772.586962917898,0.661719,1984,Japan,28.576,3.255177256254904,0.01878000000000002,0.06176899999999996,1.6230748402731754
1985,JPN,15331.250840808323,0.6831520000000001,1985,Japan,29.034,3.7817606306382423,0.021433000000000146,0.01878000000000002,3.255177256254904
1986,JPN,15679.381063001289,0.7429810000000001,1986,Japan,29.035,2.2707228901788,0.05982900000000002,0.021433000000000146,3.7817606306382423
1987,JPN,16251.293857282652,0.764093,1987,Japan,30.28,3.64754700445995,0.02111199999999991,0.05982900000000002,2.2707228901788
1988,JPN,17184.63784427426,0.7236190000000001,1988,Japan,30.389,5.7431980197278465,-0.0404739999999999,0.02111199999999991,3.64754700445995
1989,JPN,17942.5136567634,0.656758,1989,Japan,30.42,4.4101936820371,-0.06686100000000017,-0.0404739999999999,5.7431980197278465
1990,JPN,18789.07116387426,0.629799,1990,Japan,31.418,4.718165599900503,-0.026958999999999955,-0.06686100000000017,4.4101936820371
1991,JPN,19347.1030845286,0.624362,1991,Japan,30.973,2.9699814098701482,-0.005437000000000025,-0.026958999999999955,4.718165599900503
1992,JPN,19440.29929885899,0.669336,1992,Japan,30.868,0.48170629950752275,0.04497400000000007,-0.005437000000000025,2.9699814098701482
1993,JPN,19417.435610722492,0.726271,1993,Japan,29.747,-0.117609753764647,0.05693499999999996,0.04497400000000007,0.48170629950752275
